"","RecordType","SamplingScheme","Year","Gear","Area_type","AreaCode","NoTripsSampled","NoTripsTotal","TaxaSampled","TaxaRegistered","PETSflag","Country"
"434","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","GNS_DEF_60-69_0_0","ICESArea","27.8.c","1","5995","All","All","Y","ES"
"435","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","OTB_DEF_100-119_0_0","ICESArea","27.6.a","3","36","All","All","Y","ES"
"436","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","OTB_DEF_70-99_0_0","ICESArea","27.8.a","1","160","All","All","Y","ES"
"437","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","OTB_DEF_70-99_0_0","ICESArea","27.8.b","10","233","All","All","Y","ES"
"438","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","PS_SPF_>0_0_0","ICESArea","27.8.b","2","784","All","All","Y","ES"
"439","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","PS_SPF_>0_0_0","ICESArea","27.8.c","20","10673","All","All","Y","ES"
"440","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","PTB_DEF_70-99_0_0","ICESArea","27.8.a","5","28","ProtectedSpecies","ProtectedSpecies","Y","ES"
"441","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","PTB_DEF_70-99_0_0","ICESArea","27.8.b","9","58","ProtectedSpecies","ProtectedSpecies","Y","ES"
"442","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","PTB_MPD_55-64_0_0","ICESArea","27.8.c","4","3147","All","All","Y","ES"
"443","D2","ESP-AZTI_DCF_Onboard_Sampling","2023","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","6","All","All","Y","ES"
"444","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","GNS_DEF_60-69_0_0","ICESArea","27.8.c","1","5498","All","All","Y","ES"
"445","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","OTB_DEF_70-99_0_0","ICESArea","27.8.b","11","210","All","All","Y","ES"
"446","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","PS_SPF_>0_0_0","ICESArea","27.8.b","2","894","All","All","Y","ES"
"447","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","PS_SPF_>0_0_0","ICESArea","27.8.c","17","9806","All","All","Y","ES"
"448","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","PTB_DEF_70-99_0_0","ICESArea","27.8.a","4","38","ProtectedSpecies","ProtectedSpecies","Y","ES"
"449","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","PTB_DEF_70-99_0_0","ICESArea","27.8.b","4","36","ProtectedSpecies","ProtectedSpecies","Y","ES"
"450","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","OTB_DEF_>=120_0_0","ICESArea","27.1.b","1","2","All","All","Y","ES"
"451","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","2","6","All","All","Y","ES"
"452","D2","ESP-AZTI_DCF_Onboard_Sampling","2024","PTB_MPD_55-64_0_0","ICESArea","27.8.c","2","3188","All","All","Y","ES"
"453","D2","ESP_SGP_CET","2022","FPO_MOL_>0_0_0","ICESArea","27.8.c","1","13290","ProtectedSpecies","ProtectedSpecies","Y","ES"
"454","D2","ESP_SGP_CET","2022","FPO_MOL_>0_0_0","ICESArea","27.9.a","1","34361","ProtectedSpecies","ProtectedSpecies","Y","ES"
"455","D2","ESP_SGP_CET","2022","GNS_DEF_>=220_0_0","ICESArea","27.8.c","5","153","ProtectedSpecies","ProtectedSpecies","Y","ES"
"456","D2","ESP_SGP_CET","2022","GNS_DEF_90-99_0_0","ICESArea","27.8.c","88","2891","ProtectedSpecies","ProtectedSpecies","Y","ES"
"457","D2","ESP_SGP_CET","2022","GNS_DEF_90-99_0_0","ICESArea","27.9.a","16","466","ProtectedSpecies","ProtectedSpecies","Y","ES"
"458","D2","ESP_SGP_CET","2022","GNS_DEF_100-119_0_0","ICESArea","27.8.a","2","112","ProtectedSpecies","ProtectedSpecies","Y","ES"
"459","D2","ESP_SGP_CET","2022","GNS_DEF_100-119_0_0","ICESArea","27.8.d.2","1","18","ProtectedSpecies","ProtectedSpecies","Y","ES"
"460","D2","ESP_SGP_CET","2022","GNS_DEF_60-69_0_0","ICESArea","27.8.c","33","6189","ProtectedSpecies","ProtectedSpecies","Y","ES"
"461","D2","ESP_SGP_CET","2022","GNS_DEF_60-69_0_0","ICESArea","27.9.a","14","5700","ProtectedSpecies","ProtectedSpecies","Y","ES"
"462","D2","ESP_SGP_CET","2022","LLS_DEF_0_0_0","ICESArea","27.8.c","19","12627","ProtectedSpecies","ProtectedSpecies","Y","ES"
"463","D2","ESP_SGP_CET","2022","OTB_DEF_70-99_0_0","ICESArea","27.8.a","4","170","ProtectedSpecies","ProtectedSpecies","Y","ES"
"464","D2","ESP_SGP_CET","2022","OTB_DEF_70-99_0_0","ICESArea","27.8.c","32","2556","ProtectedSpecies","ProtectedSpecies","Y","ES"
"465","D2","ESP_SGP_CET","2022","OTB_DEF_70-99_0_0","ICESArea","27.9.a","14","1219","ProtectedSpecies","ProtectedSpecies","Y","ES"
"466","D2","ESP_SGP_CET","2022","PS_SPF_>0_0_0","ICESArea","27.8.b","5","516","ProtectedSpecies","ProtectedSpecies","Y","ES"
"467","D2","ESP_SGP_CET","2022","PS_SPF_>0_0_0","ICESArea","27.8.c","30","11629","ProtectedSpecies","ProtectedSpecies","Y","ES"
"468","D2","ESP_SGP_CET","2022","PS_SPF_>0_0_0","ICESArea","27.9.a","4","14620","ProtectedSpecies","ProtectedSpecies","Y","ES"
"469","D2","ESP_SGP_CET","2022","PTB_MPD_55-64_0_0","ICESArea","27.8.c","82","3116","ProtectedSpecies","ProtectedSpecies","Y","ES"
"470","D2","ESP_SGP_CET","2022","PTB_MPD_55-64_0_0","ICESArea","27.9.a","52","1438","ProtectedSpecies","ProtectedSpecies","Y","ES"
"471","D2","ESP_SGP_CET","2023","FPO_MOL_>0_0_0","ICESArea","27.9.a","3","33828","ProtectedSpecies","ProtectedSpecies","Y","ES"
"472","D2","ESP_SGP_CET","2023","GNS_DEF_>=220_0_0","ICESArea","27.8.c","11","408","ProtectedSpecies","ProtectedSpecies","Y","ES"
"473","D2","ESP_SGP_CET","2023","GNS_DEF_90-99_0_0","ICESArea","27.8.c","108","3382","ProtectedSpecies","ProtectedSpecies","Y","ES"
"474","D2","ESP_SGP_CET","2023","GNS_DEF_90-99_0_0","ICESArea","27.9.a","15","439","ProtectedSpecies","ProtectedSpecies","Y","ES"
"475","D2","ESP_SGP_CET","2023","GNS_DEF_100-119_0_0","ICESArea","27.8.a","1","145","ProtectedSpecies","ProtectedSpecies","Y","ES"
"476","D2","ESP_SGP_CET","2023","GNS_DEF_60-69_0_0","ICESArea","27.8.c","14","5995","ProtectedSpecies","ProtectedSpecies","Y","ES"
"477","D2","ESP_SGP_CET","2023","GNS_DEF_60-69_0_0","ICESArea","27.9.a","5","4042","ProtectedSpecies","ProtectedSpecies","Y","ES"
"478","D2","ESP_SGP_CET","2023","GTR_DEF_60-69_0_0","ICESArea","27.8.c","16","11786","ProtectedSpecies","ProtectedSpecies","Y","ES"
"479","D2","ESP_SGP_CET","2023","GTR_DEF_60-69_0_0","ICESArea","27.9.a","13","9051","ProtectedSpecies","ProtectedSpecies","Y","ES"
"480","D2","ESP_SGP_CET","2023","LLS_DEF_0_0_0","ICESArea","27.8.c","18","10157","ProtectedSpecies","ProtectedSpecies","Y","ES"
"481","D2","ESP_SGP_CET","2023","OTB_DEF_70-99_0_0","ICESArea","27.8.a","3","160","ProtectedSpecies","ProtectedSpecies","Y","ES"
"482","D2","ESP_SGP_CET","2023","OTB_DEF_70-99_0_0","ICESArea","27.8.c","33","2290","ProtectedSpecies","ProtectedSpecies","Y","ES"
"483","D2","ESP_SGP_CET","2023","OTB_DEF_70-99_0_0","ICESArea","27.9.a","9","1110","ProtectedSpecies","ProtectedSpecies","Y","ES"
"484","D2","ESP_SGP_CET","2023","OTB_MPD_55-64_0_0","ICESArea","27.8.c","3","1015","ProtectedSpecies","ProtectedSpecies","Y","ES"
"485","D2","ESP_SGP_CET","2023","OTB_MPD_55-64_0_0","ICESArea","27.9.a","3","582","ProtectedSpecies","ProtectedSpecies","Y","ES"
"486","D2","ESP_SGP_CET","2023","PS_SPF_>0_0_0","ICESArea","27.8.b","3","784","ProtectedSpecies","ProtectedSpecies","Y","ES"
"487","D2","ESP_SGP_CET","2023","PS_SPF_>0_0_0","ICESArea","27.8.c","19","10673","ProtectedSpecies","ProtectedSpecies","Y","ES"
"488","D2","ESP_SGP_CET","2023","PS_SPF_>0_0_0","ICESArea","27.9.a","8","16243","ProtectedSpecies","ProtectedSpecies","Y","ES"
"489","D2","ESP_SGP_CET","2023","PTB_MPD_55-64_0_0","ICESArea","27.8.c","88","3147","ProtectedSpecies","ProtectedSpecies","Y","ES"
"490","D2","ESP_SGP_CET","2023","PTB_MPD_55-64_0_0","ICESArea","27.9.a","46","1247","ProtectedSpecies","ProtectedSpecies","Y","ES"
"491","D2","ESP_SGP_CET","2024","GNS_DEF_>=220_0_0","ICESArea","27.8.c","9","364","ProtectedSpecies","ProtectedSpecies","Y","ES"
"492","D2","ESP_SGP_CET","2024","GNS_DEF_90-99_0_0","ICESArea","27.8.c","115","3464","ProtectedSpecies","ProtectedSpecies","Y","ES"
"493","D2","ESP_SGP_CET","2024","GNS_DEF_90-99_0_0","ICESArea","27.9.a","11","392","ProtectedSpecies","ProtectedSpecies","Y","ES"
"494","D2","ESP_SGP_CET","2024","GNS_DEF_100-119_0_0","ICESArea","27.8.a","1","99","ProtectedSpecies","ProtectedSpecies","Y","ES"
"495","D2","ESP_SGP_CET","2024","GNS_DEF_60-69_0_0","ICESArea","27.8.c","16","5498","ProtectedSpecies","ProtectedSpecies","Y","ES"
"496","D2","ESP_SGP_CET","2024","GNS_DEF_60-69_0_0","ICESArea","27.9.a","16","4970","ProtectedSpecies","ProtectedSpecies","Y","ES"
"497","D2","ESP_SGP_CET","2024","GTR_DEF_60-69_0_0","ICESArea","27.8.c","110","15743","ProtectedSpecies","ProtectedSpecies","Y","ES"
"498","D2","ESP_SGP_CET","2024","GTR_DEF_60-69_0_0","ICESArea","27.9.a","45","18634","ProtectedSpecies","ProtectedSpecies","Y","ES"
"499","D2","ESP_SGP_CET","2024","LLS_DEF_0_0_0","ICESArea","27.8.c","1","12112","ProtectedSpecies","ProtectedSpecies","Y","ES"
"500","D2","ESP_SGP_CET","2024","OTB_DEF_70-99_0_0","ICESArea","27.8.a","1","153","ProtectedSpecies","ProtectedSpecies","Y","ES"
"501","D2","ESP_SGP_CET","2024","OTB_DEF_70-99_0_0","ICESArea","27.8.c","31","2041","ProtectedSpecies","ProtectedSpecies","Y","ES"
"502","D2","ESP_SGP_CET","2024","OTB_DEF_70-99_0_0","ICESArea","27.9.a","6","915","ProtectedSpecies","ProtectedSpecies","Y","ES"
"503","D2","ESP_SGP_CET","2024","OTB_MPD_55-64_0_0","ICESArea","27.8.c","11","1210","ProtectedSpecies","ProtectedSpecies","Y","ES"
"504","D2","ESP_SGP_CET","2024","PS_SPF_>0_0_0","ICESArea","27.8.b","9","894","ProtectedSpecies","ProtectedSpecies","Y","ES"
"505","D2","ESP_SGP_CET","2024","PS_SPF_>0_0_0","ICESArea","27.8.c","127","9806","ProtectedSpecies","ProtectedSpecies","Y","ES"
"506","D2","ESP_SGP_CET","2024","PS_SPF_>0_0_0","ICESArea","27.9.a","67","14645","ProtectedSpecies","ProtectedSpecies","Y","ES"
"507","D2","ESP_SGP_CET","2024","PTB_MPD_55-64_0_0","ICESArea","27.8.c","106","3188","ProtectedSpecies","ProtectedSpecies","Y","ES"
"508","D2","ESP_SGP_CET","2024","PTB_MPD_55-64_0_0","ICESArea","27.9.a","21","748","ProtectedSpecies","ProtectedSpecies","Y","ES"
"509","D2","ESP-IEO-P2-AtSea","2022","OTB_DEF_>=40_0_0","GFCM_GSAs","1","111","13852","All","All","Y","ES"
"510","D2","ESP-IEO-P2-AtSea","2022","OTB_DEF_>=40_0_0","GFCM_GSAs","5","29","3323","All","All","Y","ES"
"511","D2","ESP-IEO-P2-AtSea","2022","OTB_DEF_>=40_0_0","GFCM_GSAs","6","144","50142","All","All","Y","ES"
"512","D2","ESP-IEO-P2-AtSea","2023","OTB_DEF_>=40_0_0","GFCM_GSAs","1","104","13894","All","All","Y","ES"
"513","D2","ESP-IEO-P2-AtSea","2023","OTB_DEF_>=40_0_0","GFCM_GSAs","5","20","2901","All","All","Y","ES"
"514","D2","ESP-IEO-P2-AtSea","2023","OTB_DEF_>=40_0_0","GFCM_GSAs","6","134","47869","All","All","Y","ES"
"515","D2","ESP-IEO-P2-AtSea","2024","OTB_DEF_>=40_0_0","GFCM_GSAs","1","101","14511","All","All","Y","ES"
"516","D2","ESP-IEO-P2-AtSea","2024","OTB_DEF_>=40_0_0","GFCM_GSAs","5","22","2155","All","All","Y","ES"
"517","D2","ESP-IEO-P2-AtSea","2024","OTB_DEF_>=40_0_0","GFCM_GSAs","6","122","42715","All","All","Y","ES"
"518","D2","ESP-IEO-P2-AtSea","2022","OTB_DWS_>=40_0_0","GFCM_GSAs","1","22","3065","All","All","Y","ES"
"519","D2","ESP-IEO-P2-AtSea","2022","OTB_DWS_>=40_0_0","GFCM_GSAs","2","8","232","All","All","Y","ES"
"520","D2","ESP-IEO-P2-AtSea","2022","OTB_DWS_>=40_0_0","GFCM_GSAs","5","40","2503","All","All","Y","ES"
"521","D2","ESP-IEO-P2-AtSea","2022","OTB_DWS_>=40_0_0","GFCM_GSAs","6","52","10190","All","All","Y","ES"
"522","D2","ESP-IEO-P2-AtSea","2023","OTB_DWS_>=40_0_0","GFCM_GSAs","1","19","3538","All","All","Y","ES"
"523","D2","ESP-IEO-P2-AtSea","2023","OTB_DWS_>=40_0_0","GFCM_GSAs","2","12","138","All","All","Y","ES"
"524","D2","ESP-IEO-P2-AtSea","2023","OTB_DWS_>=40_0_0","GFCM_GSAs","5","46","2522","All","All","Y","ES"
"525","D2","ESP-IEO-P2-AtSea","2023","OTB_DWS_>=40_0_0","GFCM_GSAs","6","60","9817","All","All","Y","ES"
"526","D2","ESP-IEO-P2-AtSea","2024","OTB_DWS_>=40_0_0","GFCM_GSAs","1","33","2848","All","All","Y","ES"
"527","D2","ESP-IEO-P2-AtSea","2024","OTB_DWS_>=40_0_0","GFCM_GSAs","2","12","172","All","All","Y","ES"
"528","D2","ESP-IEO-P2-AtSea","2024","OTB_DWS_>=40_0_0","GFCM_GSAs","5","43","2232","All","All","Y","ES"
"529","D2","ESP-IEO-P2-AtSea","2024","OTB_DWS_>=40_0_0","GFCM_GSAs","6","55","9231","All","All","Y","ES"
"530","D2","ESP-IEO-P2-AtSea","2022","OTB_MDD_>=40_0_0","GFCM_GSAs","2","1","20","All","All","Y","ES"
"531","D2","ESP-IEO-P2-AtSea","2022","OTB_MDD_>=40_0_0","GFCM_GSAs","5","28","1289","All","All","Y","ES"
"532","D2","ESP-IEO-P2-AtSea","2022","OTB_MDD_>=40_0_0","GFCM_GSAs","6","3","1383","All","All","Y","ES"
"533","D2","ESP-IEO-P2-AtSea","2023","OTB_MDD_>=40_0_0","GFCM_GSAs","1","4","387","All","All","Y","ES"
"534","D2","ESP-IEO-P2-AtSea","2023","OTB_MDD_>=40_0_0","GFCM_GSAs","5","27","1182","All","All","Y","ES"
"535","D2","ESP-IEO-P2-AtSea","2023","OTB_MDD_>=40_0_0","GFCM_GSAs","6","5","1252","All","All","Y","ES"
"536","D2","ESP-IEO-P2-AtSea","2024","OTB_MDD_>=40_0_0","GFCM_GSAs","1","2","284","All","All","Y","ES"
"537","D2","ESP-IEO-P2-AtSea","2024","OTB_MDD_>=40_0_0","GFCM_GSAs","5","25","1405","All","All","Y","ES"
"538","D2","ESP-IEO-P2-AtSea","2024","OTB_MDD_>=40_0_0","GFCM_GSAs","6","10","1302","All","All","Y","ES"
"539","D2","ESP-IEO-P4-AtSea-All","2018","LLD_LPF_0_0_0_SWO","ICESArea","27","1","412","All","All","Y","ES"
"540","D2","ESP-IEO-P4-AtSea-All","2018","LLD_LPF_0_0_0_SWO","ICESArea","27","3","412","All","All","Y","ES"
"541","D2","ESP-IEO-P4-AtSea-All","2019","LLD_LPF_0_0_0_SWO","ICESArea","27","1","319","All","All","Y","ES"
"542","D2","ESP-IEO-P4-AtSea-All","2019","LLD_LPF_0_0_0_SWO","ICESArea","27","3","319","All","All","Y","ES"
"543","D2","ESP-IEO-P4-AtSea-All","2020","LLD_LPF_0_0_0_SWO","ICESArea","27","2","388","All","All","Y","ES"
"544","D2","ESP-IEO-P4-AtSea-All","2020","LLD_LPF_0_0_0_SWO","ICESArea","27","6","388","All","All","Y","ES"
"545","D2","ESP-IEO-P4-AtSea-All","2021","LLD_LPF_0_0_0_SWO","ICESArea","27","5","326","All","All","Y","ES"
"546","D2","ESP-IEO-P4-AtSea-All","2021","LLD_LPF_0_0_0_SWO","ICESArea","27","4","326","All","All","Y","ES"
"547","D2","ESP-IEO-P4-AtSea-All","2022","LLD_LPF_0_0_0_SWO","ICESArea","27","4","262","All","All","Y","ES"
"548","D2","ESP-IEO-P4-AtSea-All","2022","LLD_LPF_0_0_0_SWO","ICESArea","27","2","262","All","All","Y","ES"
"549","D2","ESP-IEO-P4-AtSea-All","2023","LLD_LPF_0_0_0_SWO","ICESArea","27","3","328","All","All","Y","ES"
"550","D2","ESP-IEO-P4-AtSea-All","2023","LLD_LPF_0_0_0_SWO","ICESArea","27","2","328","All","All","Y","ES"
"551","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_SWO","ICESArea","27","6","344","All","All","Y","ES"
"552","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_SWO","ICESArea","27","2","344","All","All","Y","ES"
"553","D2","ESP-IEO-P4-AtSea-All","2022","LLD_LPF_0_0_0_ALB","GFCM_GSAs","5","11","56","All","All","Y","ES"
"554","D2","ESP-IEO-P4-AtSea-All","2022","LLD_LPF_0_0_0_SWO","GFCM_GSAs","5","39","288","All","All","Y","ES"
"555","D2","ESP-IEO-P4-AtSea-All","2022","LLD_LPF_0_0_0_SWO","GFCM_GSAs","6","67","819","All","All","Y","ES"
"556","D2","ESP-IEO-P4-AtSea-All","2023","LLD_LPF_0_0_0_ALB","GFCM_GSAs","5","4","55","All","All","Y","ES"
"557","D2","ESP-IEO-P4-AtSea-All","2023","LLD_LPF_0_0_0_ALB","GFCM_GSAs","6","22","51","All","All","Y","ES"
"558","D2","ESP-IEO-P4-AtSea-All","2023","LLD_LPF_0_0_0_SWO","GFCM_GSAs","5","33","218","All","All","Y","ES"
"559","D2","ESP-IEO-P4-AtSea-All","2023","LLD_LPF_0_0_0_SWO","GFCM_GSAs","6","29","663","All","All","Y","ES"
"560","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_ALB","GFCM_GSAs","5","1","65","All","All","Y","ES"
"561","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_BFT","GFCM_GSAs","6","1","75","All","All","Y","ES"
"562","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_ALB","GFCM_GSAs","6","2","84","All","All","Y","ES"
"563","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_SWO","GFCM_GSAs","1","17","452","All","All","Y","ES"
"564","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_SWO","GFCM_GSAs","5","39","306","All","All","Y","ES"
"565","D2","ESP-IEO-P4-AtSea-All","2024","LLD_LPF_0_0_0_SWO","GFCM_GSAs","6","38","631","All","All","Y","ES"
"566","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2017","OTB_DEF_>=120_0_0","ICESArea","27.1.b","1","12","All","All","Y","ES"
"567","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2017","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","16","All","All","Y","ES"
"568","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2017","OTB_DWS_100-119_0_0","ICESArea","27.12.b","2","7","All","All","Y","ES"
"569","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2017","OTB_DWS_100-119_0_0","ICESArea","27.6.b.1","2","6","All","All","Y","ES"
"570","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2017","OTM_DEF_100-119_0_0","ICESArea","27.2.a.1","1","4","All","All","Y","ES"
"571","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2017","OTM_DEF_100-119_0_0","ICESArea","27.14.b.1","1","2","All","All","Y","ES"
"572","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2018","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","9","All","All","Y","ES"
"573","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2018","OTB_DWS_100-119_0_0","ICESArea","27.12.b","3","7","All","All","Y","ES"
"574","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2018","OTB_DWS_100-119_0_0","ICESArea","27.6.b.1","2","6","All","All","Y","ES"
"575","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2018","OTM_DEF_100-119_0_0","ICESArea","27.2.a.1","1","3","All","All","Y","ES"
"576","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2018","OTM_DEF_100-119_0_0","ICESArea","27.14.b.1","1","4","All","All","Y","ES"
"577","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2019","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","11","All","All","Y","ES"
"578","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2019","OTB_DWS_100-119_0_0","ICESArea","27.12.b","2","4","All","All","Y","ES"
"579","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2019","OTB_DWS_100-119_0_0","ICESArea","27.6.b.1","2","3","All","All","Y","ES"
"580","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2019","OTM_DEF_100-119_0_0","ICESArea","27.2.a.1","1","5","All","All","Y","ES"
"581","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2019","OTM_DEF_100-119_0_0","ICESArea","27.14.b.1","1","2","All","All","Y","ES"
"582","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2021","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","12","All","All","Y","ES"
"583","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2021","OTM_DEF_100-119_0_0","ICESArea","27.2.a.1","1","1","All","All","Y","ES"
"584","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2023","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","6","All","All","Y","ES"
"585","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2024","OTB_DEF_>=120_0_0","ICESArea","27.1.b","1","2","All","All","Y","ES"
"586","D2","ESP-IEO_P5_DCF_Onboard_Sampling","2024","OTB_DEF_>=120_0_0","ICESArea","27.2.b.2","1","6","All","All","Y","ES"
"587","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_DEF_70-99_0_0","ICESArea","27.7.j.2","3","169","All","All","Y","ES"
"588","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_DEF_70-99_0_0","ICESArea","27.7.c.2","3","35","All","All","Y","ES"
"589","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_DEF_70-99_0_0","ICESArea","27.7.h","3","24","All","All","Y","ES"
"590","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_DEF_70-99_0_0","ICESArea","27.8.c","43","2556","All","All","Y","ES"
"591","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_DEF_70-99_0_0","ICESArea","27.9.a","6","1219","All","All","Y","ES"
"592","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_MPD_55-64_0_0","ICESArea","27.8.c","18","1158","All","All","Y","ES"
"593","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_MPD_55-64_0_0","ICESArea","27.9.a","3","413","All","All","Y","ES"
"594","D2","ESP-IEO_DCF_Onboard_Sampling","2022","PTB_MPD_55-64_0_0","ICESArea","27.8.c","19","3116","All","All","Y","ES"
"595","D2","ESP-IEO_DCF_Onboard_Sampling","2022","PTB_MPD_55-64_0_0","ICESArea","27.9.a","3","1438","All","All","Y","ES"
"596","D2","ESP-IEO_DCF_Onboard_Sampling","2022","OTB_MCD_55-64_0_0","ICESArea","27.9.a","67","19802","All","All","Y","ES"
"597","D2","ESP-IEO_DCF_Onboard_Sampling","2022","GNS_DEF_90-99_0_0","ICESArea","27.8.c","7","2891","All","All","Y","ES"
"598","D2","ESP-IEO_DCF_Onboard_Sampling","2022","GNS_DEF_90-99_0_0","ICESArea","27.9.a","8","466","All","All","Y","ES"
"599","D2","ESP-IEO_DCF_Onboard_Sampling","2022","PS_SPF_>0_0_0","ICESArea","27.9.a","25","14620","All","All","Y","ES"
"600","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_DEF_70-99_0_0","ICESArea","27.7.j.2","3","188","All","All","Y","ES"
"601","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_DEF_70-99_0_0","ICESArea","27.7.h","1","10","All","All","Y","ES"
"602","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_DEF_70-99_0_0","ICESArea","27.8.c","39","2290","All","All","Y","ES"
"603","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_DEF_70-99_0_0","ICESArea","27.9.a","10","1110","All","All","Y","ES"
"604","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_MPD_55-64_0_0","ICESArea","27.8.c","5","1015","All","All","Y","ES"
"605","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_MPD_55-64_0_0","ICESArea","27.9.a","4","582","All","All","Y","ES"
"606","D2","ESP-IEO_DCF_Onboard_Sampling","2023","PTB_MPD_55-64_0_0","ICESArea","27.8.c","20","3147","All","All","Y","ES"
"607","D2","ESP-IEO_DCF_Onboard_Sampling","2023","PTB_MPD_55-64_0_0","ICESArea","27.9.a","8","1247","All","All","Y","ES"
"608","D2","ESP-IEO_DCF_Onboard_Sampling","2023","OTB_MCD_55-64_0_0","ICESArea","27.9.a","101","20779","All","All","Y","ES"
"609","D2","ESP-IEO_DCF_Onboard_Sampling","2023","GNS_DEF_90-99_0_0","ICESArea","27.8.c","10","3382","All","All","Y","ES"
"610","D2","ESP-IEO_DCF_Onboard_Sampling","2023","GNS_DEF_90-99_0_0","ICESArea","27.9.a","3","439","All","All","Y","ES"
"611","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_DEF_70-99_0_0","ICESArea","27.7.c.2","1","31","All","All","Y","ES"
"612","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_DEF_70-99_0_0","ICESArea","27.7.j.2","5","143","All","All","Y","ES"
"613","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_DEF_70-99_0_0","ICESArea","27.8.c","32","2041","All","All","Y","ES"
"614","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_DEF_70-99_0_0","ICESArea","27.9.a","9","915","All","All","Y","ES"
"615","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_MCD_55-64_0_0","ICESArea","27.9.a","146","17365","All","All","Y","ES"
"616","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_MPD_55-64_0_0","ICESArea","27.8.c","21","1210","All","All","Y","ES"
"617","D2","ESP-IEO_DCF_Onboard_Sampling","2024","OTB_MPD_55-64_0_0","ICESArea","27.9.a","6","446","All","All","Y","ES"
